var,coef,word frequency
piloting,-0.149796756,28
hrs,-1.087884723,15
sg,-0.709127551,19
theatre;,0.215768202,21
development;,-0.476444256,19
witch,0.4325067,18
faith,0.166868726,40
evaluating,0.100029386,13
downloadable,-0.642941975,11
methodologies,-0.241601753,17
thousands,0.086098859,29
appetite,-0.875627958,22
levelling,0.338669133,62
mt,0.537935657,17
edwards,-0.423366056,13
counselling,0.451708294,16
experiential,-0.179422271,24
haven’t,1.508782927,11
spanning,0.058943993,20
piloted,0.712899085,19
buildings,0.309890673,28
protagonists,-0.644720292,11
emily,-0.124287871,24
america,0.257093157,12
monologue,-0.560375371,28
slam,0.704593461,22
potentially,0.932457245,18
progressing,0.22770795,11
inherited,0.264933547,11
jamaica,-0.429027711,23
joys,0.016958072,15
provoking,0.752440737,41
smart,-0.439962958,19
screens,0.075302995,18
corresponding,0.040788706,11
storyteller,0.094209124,11
chloe,0.586086035,11
c,0.052450113,47
multisensory,0.189044793,19
rep,0.363240648,15
captures,-0.768346616,12
expose,-0.529342563,15
regularly,-0.165693695,33
reflections,-0.794615334,22
lesser,-0.722735791,14
preparing,0.423431266,16
doors,0.297749616,29
autism,-0.275813307,43
entertain,0.303355296,19
evolve,-0.997388942,30
seed,0.481673833,41
significantly,-0.192379654,40
toward,-0.231710918,19
bb,-0.009919609,18
norfolk,0.72201214,50
crucially,-0.116142714,11
clients,0.237654934,17
divide,0.07327772,20
fat,0.002056045,20
honest,-0.687447057,16
laura,-0.479340645,29
jackson,0.259346475,12
prev,-0.32521093,12
alphabetti,-0.066475678,29
activism,-0.023706425,49
classroom,-0.337365508,19
hair,-0.231286854,25
exists,0.187990599,19
academics,0.303096195,44
alnwick,-0.094062193,16
operating,-0.607037523,21
swing,-0.54021751,17
veterans,-0.437008148,25
flexibility,1.050629145,12
france,-0.132021699,19
conceptual,0.252794404,13
temporary,0.045454883,27
togetherness,0.261668994,16
strength,0.027217138,35
"
workshops",0.074548255,13
"
provide",0.246027679,11
holidays,-0.304276991,25
investigating,0.065277783,27
conspiracy,-0.58649353,16
theories,-0.632005932,12
x2,-0.512448505,19
"
aimed",0.051600762,23
"spaces
",-0.293152925,14
gateway,0.362613305,24
carnivals,0.178422278,26
joyous,-0.33822073,15
who’ve,0.228616938,16
=,-0.075240613,23
observe,-0.099506379,17
citizen,-0.130776454,16
groundwork,-0.475203616,18
calendar,-0.266347285,31
came,-0.758074121,37
females,-0.586424815,16
brown,-0.112075188,22
speak,-1.046547115,51
cellist,-0.029219131,12
sits,-0.065394704,15
musically,0.120341472,11
soprano,-0.167551487,16
chelmsford,0.536168751,19
footfall,0.063507763,15
contest,-0.110483198,13
greatest,0.658706377,18
grassroot,0.065451286,12
origins,-0.066044403,20
remember,-0.432591343,16
consulting,-0.35537894,19
update,-0.113381972,12
opened,0.205042224,15
coordinate,-0.090668616,15
"participation
",0.078683933,13
heavily,0.833478217,21
lowest,0.224766901,11
conditions,-0.165840129,61
mobility,0.904360111,23
sale,-0.417762526,26
babies,1.249599683,21
atmosphere,0.552117709,31
underground,-0.515263626,40
90,0.302398478,44
beginners,-0.113913266,14
artspace,0.583467485,12
egg,-0.276508406,13
complementary,-0.499705022,13
"

our",0.220807386,52
extremely,0.940962244,16
windows,0.544551289,14
bi,-0.057414502,45
competitions,-0.076137849,19
requests,-0.045367705,21
oppression,0.37924655,31
humanity,-0.066226557,30
destiny,0.232900142,13
ks1,-0.065085824,24
evocative,0.255551871,12
echo,0.039032132,16
gen,0.03687943,22
engineering,-0.32199127,24
alan,0.379380208,12
gas,0.507228425,15
controlled,-0.502183531,12
stephen,0.280237326,16
graham,-0.083238874,14
jack,0.456952729,32
surreal,0.363767519,19
lowry,1.162126727,58
shortlisted,-0.221975642,31
ld,-0.038461656,41
jan,0.506583644,55
connectedness,0.812994132,11
woman’s,-0.537659659,15
ignored,0.212177791,12
employed,-0.172208795,17
assembly,-0.56104106,21
sit,-0.004192011,18
promotes,0.417984224,34
daniel,-0.075007612,17
utilise,0.495320682,40
editors,-0.170358401,21
captions,0.81308815,21
"show
",-0.281373745,30
jenny,-0.431625229,15
sci,0.272900638,20
liberation,0.398980994,13
gym,-1.113567088,11
hospital,0.053875888,53
drink,0.357586631,13
jamie,-0.038189996,19
reluctant,-0.06104531,12
warriors,-0.043375886,11
standards,0.140322178,14
hopeful,-0.963114407,14
25th,-0.249461321,12
promenade,-0.766865366,37
patterns,0.087449498,24
ultimately,-0.288232012,26
maybe,-0.011150474,11
stop,0.006932536,26
reader,-0.334866302,13
celebrated,-0.423038307,40
behaviours,-0.33402005,13
bridging,-0.49260729,21
animal,0.308617546,30
regarding,0.125183937,17
father,0.072583992,32
hamlet,-0.972551875,14
gps,-0.02678265,11
remount,0.474851828,16
tendring,0.605994885,14
cancelled,0.544348635,14
seeds,-1.229534621,11
ukraine,0.773223082,33
biodiversity,0.5149069,29
branding,0.576141883,19
warming,0.109964206,12
boosting,-0.171859093,16
tent,0.60460819,18
fourth,-0.386713773,17
takeover,0.083325811,20
shifting,-0.473297853,11
seeing,-0.555257755,29
military,-0.516715631,22
"by
",-0.624155017,18
lawrence,0.325381205,16
paul,0.654329253,31
tate,-0.67551636,21
v&a,-0.534930317,11
divided,-0.083943711,16
bridges,-0.416490801,19
launches,-0.517422297,26
breaks,-0.46677416,16
expressed,-0.505762827,35
me’,0.084504071,11
"work
the",0.048172364,11
rabbit,-0.52770161,12
simultaneously,0.130419886,20
novel,-0.14072713,117
prisons,-0.020767865,31
citizens,-0.222344616,23
affordable,0.648252944,73
charitable,0.031434441,21
circles,0.832539576,15
jonathan,-0.150644952,17
max,-0.200262816,15
adjacent,-0.173713925,14
collated,-0.605169474,11
excite,-0.199613032,12
fixed,0.139118847,11
layers,0.83721868,25
showed,0.897890321,12
cycles,0.632680342,16
hip,-0.210021786,95
hop,0.069463903,101
broadcasting,-0.295900471,11
aligned,-0.054245604,13
displacement,-1.137961267,41
unheard,-0.493564903,25
eve,0.304547791,22
expenses,0.367386902,11
undertaking,0.09905231,23
cycle,0.09738933,43
prevalent,0.288278863,12
tragic,-0.682583654,17
kindness,-0.159361424,15
foley,-0.26516317,11
clash,0.235428139,11
norton,-0.333064806,13
cube,-0.14506405,12
anglo,-0.968860654,15
profound,0.615959647,27
burning,-0.356413092,12
transforming,-0.736398823,25
flagship,1.208844652,22
inhabit,-0.017040881,13
arrangements,0.377976063,24
fairytale,0.229553316,11
schools’,-0.031237679,14
stanley,-1.073316466,16
matt,-0.071386186,18
rd,-0.012395279,45
initially,-0.101797188,35
blog,-0.948506356,21
conclude,-0.70043551,16
yard,0.252719895,29
diagnosed,0.235592099,12
brain,-0.154006697,29
laban,-1.029146895,12
eleanor,-0.041319115,12
exploratory,-0.293973266,18
silence,-0.259235873,11
ya,0.060700669,11
premiering,-0.099423798,25
injustice,0.327975509,20
assess,0.552325542,17
screened,0.400947066,29
globe,0.198833941,25
55,-0.020142492,17
reimagined,0.888363683,14
28,0.243664186,29
charged,0.02299328,14
legal,0.264528775,24
awarded,0.10167547,18
todays,-0.024187866,11
purposes,-0.133439301,14
coupled,-0.085866791,13
ice,-0.399969333,15
bound,0.392463454,15
nt,0.02625446,19
café,0.32961738,21
peak,1.012099171,18
thru,-0.265490221,20
dt,-0.648556324,12
grime,0.350230178,14
socioeconomic,-0.010028521,24
hunt,0.424982249,14
powered,0.760664079,12
lecture,-0.412066427,11
26th,-0.335877437,11
flamenco,-0.422408433,19
emergent,0.2693651,29
ocean,0.638453193,18
"through
",1.065861321,11
showroom,-0.114947922,11
hanging,-0.306642131,12
harris,-0.08822207,14
17th,0.803479976,15
absence,0.235958959,17
monster,-0.43741315,11
seats,-0.069180963,11
formation,0.401689612,18
contributes,0.777299076,11
wouldn’t,1.023553104,18
brazil,-0.136986195,11
truly,0.026014998,34
banner,-0.24438769,17
mask,0.363670722,13
boat,-0.265682544,29
lantern,0.435684737,23
qr,0.064940129,26
contacts,0.35435561,22
blended,0.070026471,14
scottish,-0.327067511,14
merge,-0.272575879,16
safeguarding,-0.9181367,24
grows,-0.377440343,17
equity,-0.086788191,12
viewed,-0.861046171,19
broadway,0.159838722,13
emerged,0.006126384,12
hired,0.063360969,14
myth,0.541355577,40
interface,-0.449233475,17
busy,-0.316870966,12
focal,-0.327391369,14
masks,-0.331707787,15
wearing,-0.045678621,14
thread,0.488048104,13
criminal,0.58305813,18
vocalist,0.380375946,11
characteristics,0.592395787,20
rhythmic,-0.048449261,11
rob,0.131928446,12
sparking,0.383558388,15
accounts,-0.515582419,25
scales,0.341864802,11
"time
",0.922428759,11
nick,-0.103634445,18
daughter,-0.465896844,19
"partners
",-0.2858307,23
patrons,-0.564780842,11
submission,0.287832922,29
id,-0.111053938,22
sacred,-0.178618122,17
posts,-0.500095558,15
"
developing",0.72515398,11
jam,-0.298729861,28
downs,-0.741607731,16
associates,-0.301685703,22
revealed,0.711317045,15
rainbow,0.636129464,13
independently,0.552932999,28
garage,0.344242943,12
matters,1.002482731,22
improvement,0.122267627,11
answers,0.179317541,11
units,0.17422982,18
comfort,-0.1521609,15
theatremakers,-1.147813701,12
leads,0.86141008,43
longsight,0.679930679,11
authenticity,-0.312886576,16
birds,-0.771692643,19
bhangra,0.458851599,26
bollywood,-0.119803365,16
violin,-0.574278401,16
intercultural,-0.672714197,15
albany,0.010735437,15
lessons,-0.371500669,37
enriching,-0.667193124,26
curve,-0.125412924,25
resubmission,0.027030383,20
"tour
",-0.090816257,33
eyfs,0.103119795,12
trainees,0.371807247,21
reclaiming,-0.616029142,13
artistry,-0.103745984,19
sung,-0.91510151,17
md,-0.287413919,19
iconic,0.439455257,59
everyman,0.406468749,30
x4,0.535814182,13
wirral,0.33971593,11
carried,0.077315926,16
touching,0.151880124,17
cook,0.118538895,13
pirate,-0.073549358,15
1980s,-0.481689043,13
equipped,-1.141396465,17
internet,0.288347468,14
"media
",0.957225114,11
arctic,-0.174729293,15
recognising,0.168213334,17
consumption,-0.052515794,13
atmospheric,-0.616798991,12
harness,0.681853249,14
panto,-0.627437941,13
nicholas,-1.189590571,11
unfamiliar,0.302181466,17
arising,0.055620541,12
strange,0.302129895,20
•,-0.671911967,12
reduction,-0.640004749,12
metal,-0.382340341,37
added,0.389791978,15
waterways,-0.043708305,15
calm,0.50358194,11
masterclass,-1.052301494,42
uploaded,0.756304224,11
trad,-0.164148187,11
fish,-0.465937966,15
ss,-0.086697631,25
queen,0.550286094,49
20th,-0.246387692,20
folkestone,-0.206764835,15
fishing,1.097559708,13
ecologies,-0.593301855,11
foreground,-0.510347527,11
threads,0.133633097,11
peckham,-0.310009388,27
sleep,-0.584344989,30
autobiography,-0.419392432,11
harlow,0.295958558,22
narration,0.607116466,11
mena,0.181253563,17
‘in,0.559482657,19
emma,-0.025093239,24
updated,-0.409900473,11
tim,0.136726512,22
publisher,0.315181776,26
herself,-0.477859348,16
‘21,-0.049529208,11
genuine,-0.090258826,15
carmen,-0.367681196,11
sep,-0.058194664,32
chester,1.079712087,14
info,0.271776995,22
charles,0.736847853,19
paired,-0.292736289,20
greenwich,-0.029561818,23
method,-0.511528362,37
mouth,0.385735527,13
prominent,-0.488242107,24
historians,-0.275912865,12
protected,0.595693689,21
figure,-0.189869079,26
decided,-0.666656371,13
13th,-0.178422059,12
pressing,-0.515102769,19
provoke,0.645348155,21
won,0.31821438,24
"families
",-0.660712411,13
force,0.140912767,25
xr,-0.060128357,21
subsequently,0.649211965,11
gaming,0.329416623,26
species,0.121386347,20
"arts
",0.410252375,28
disparate,0.133259745,14
blackpool,-0.302175021,22
journal,-0.179198038,20
folkloric,0.411918019,13
adaptations,0.176974074,13
secular,-0.674359142,11
discovered,-0.187083551,16
accreditation,-0.396496738,11
qualitative,-0.46824239,12
stations,0.716900147,15
install,0.408117686,20
permanently,0.154748148,11
33,-0.239743078,16
leisure,-0.289129855,14
enrichment,0.075346692,15
immersion,-0.023148293,11
copy,0.462546786,16
vinyl,0.442923961,17
signature,-0.557886396,19
realm,-0.265454503,22
800,0.202945502,16
describe,-0.243418918,15
platinum,0.55194971,20
jubilee,-0.405335602,38
spa,-0.084534115,19
t,-0.046784373,13
aware,-0.177906421,22
appeals,0.169415113,12
founder,0.064323738,25
private,-0.490105476,37
thomas,0.577535311,25
bermondsey,-0.797587249,12
liaising,0.348105354,11
narrator,-0.365382686,16
vocalists,0.636413154,12
lies,-0.365784644,12
factor,0.060885371,11
entire,-0.124455807,25
capital,0.297701577,26
plants,0.078955298,34
agenda,-0.367006859,13
forums,0.629972109,13
transparent,-0.573208973,12
conversion,-0.637958772,18
minimal,0.674770091,15
aspect,0.162016996,37
stepping,-0.313317556,15
army,0.113377966,13
sa,-0.000562189,29
bournemouth,-0.008152934,18
bengali,0.545684772,15
brief,0.078341578,18
caravan,0.664960085,13
unconventional,0.263228633,17
flowers,-0.487055162,21
effort,0.759587619,13
disruptive,-0.741956834,11
pattern,0.02307269,11
enriched,-0.248370547,13
developments,0.246593599,14
traumatic,0.942094826,14
condition,0.111974254,15
obsession,0.642389306,11
saxon,0.595039905,11
enthusiasts,-0.500745202,17
department,-0.72256172,14
playwrights,0.382801894,32
targets,-0.738791066,30
"engagement
",-0.544168909,21
lanterns,-0.356258538,24
heteronormative,-0.233385936,16
packages,-0.94110681,11
encompasses,0.032787206,11
wire,-0.051736012,14
venture,-0.37433029,15
mornings,-0.001543307,14
belgrade,0.210781842,12
populated,0.181321237,11
resonates,-0.871488986,13
glow,0.126206245,21
viewer,-0.003891358,25
romanian,0.135778912,12
continually,0.354707957,12
stress,-0.128841018,29
testimony,0.200627119,14
policy,0.776471015,37
brazilian,0.090869927,22
parent,-0.303962183,32
slots,-0.526020022,14
comedic,0.816125862,16
implications,0.100758324,13
people;,0.323929683,12
mean,0.096945841,20
steel,-1.272456224,18
welcoming,0.776077401,41
en,0.019110585,13
murder,-0.490453668,21
mystery,0.337636356,18
arab,-0.048327918,18
prestigious,0.480586883,39
staffordshire,0.87357455,11
went,-0.332414745,13
pole,0.160471878,36
percussion,-0.222215142,42
lounge,1.5479132,13
pp,0.549613749,28
psychosis,-0.469079553,18
commemorate,-0.168688289,13
diversifying,-0.110740729,27
outer,0.75419987,14
sibling,-0.217810932,11
critics,-0.341297068,12
carer,-0.401736805,16
grace,-0.820223056,14
loud,-0.17620777,15
executed,1.440232257,12
truth,-0.274094939,18
clothing,0.351771485,17
bay,-0.360552135,18
seaside,-0.708207485,22
pier,-0.16098632,16
tuition,0.304381458,16
mansfield,-0.301780471,18
accomplished,-0.03378804,15
acquire,-0.484048203,13
historian,0.37340924,12
holocaust,-0.892014712,15
vogue,-0.52250714,13
voluntary,-0.355091709,24
permission,-0.02282273,13
bear,0.291476542,17
ash,-0.384686204,11
exposed,1.391034322,18
thames,0.00171802,19
birthday,-0.359775907,15
portrait,0.252795295,43
georges,-0.35776111,11
evoke,0.155903193,11
ties,0.39990722,20
3000,0.274396178,14
animations,-0.146756556,15
let,0.198773177,19
weather,-0.701841851,14
listed,-0.264832325,22
player,-0.263806593,24
neurodiversity,-0.386236001,28
dances,-0.192700909,24
folklore,-0.324824171,25
meal,-0.161219566,15
redevelop,-0.413032425,12
improvements,-0.159214077,11
beneficial,-0.762734139,15
elders,0.704033588,43
upgrade,-0.513387498,15
doctor,0.682428199,13
ptsd,-0.290976179,12
sighted,-0.1044493,17
illuminated,0.338286455,13
maximising,-0.35011215,12
punk,0.836867008,26
dynamics,-0.959078281,26
"organisations
",-0.091742824,11
animate,0.268758359,15
expected,0.344578628,30
creator,-0.752639841,17
interior,-0.859986086,12
diwali,0.290593488,17
2wks,-0.131364347,19
victoria,0.108754019,21
islington,0.111739107,30
coinciding,0.821349015,14
"
with",-0.803908377,21
adrian,0.402169588,11
"musicians
",0.223127654,18
solution,-0.11261608,13
device,-0.861070917,14
burn,-0.009803946,13
lit,0.012939565,21
organic,-0.771463104,14
auditions,0.333591188,16
philharmonic,-1.044984436,16
conductor,0.464096883,17
organisers,-0.086152036,16
eyes,-0.399041935,33
opps,-0.86951923,34
ex,0.120038244,27
authority,-0.216457873,22
plantations,0.491308144,12
buy,-1.118789224,15
asia,-0.63719149,22
chaos,0.499636542,17
modes,-0.255157517,12
journalists,-0.263132802,15
"dance
",-0.870999971,18
ipswich,-0.343763884,18
stability,0.06533811,13
fee,-0.222542607,26
baltic,-0.154022231,16
sh,0.001957245,22
ba,0.054797959,11
outline,1.064819027,15
alcohol,-0.360797555,13
embraces,-0.104321858,17
technician,-0.596705601,19
ticketing,0.360828084,14
comms,-0.215123698,14
kingston,-0.291770523,14
southend,-0.088228109,23
12th,-0.42979017,11
beats,-0.036704686,15
outsider,0.369533031,11
danceeast,1.223464945,13
improved,-0.162909743,27
alt,-0.081689109,11
silent,0.812673173,20
cultivated,-0.003637369,13
maria,-0.495630979,14
tactile,-0.502605088,23
striking,-0.69915581,20
timeless,0.747985463,13
60s,0.79105617,14
crowd,0.20606819,22
motivate,0.80258237,14
summary,0.050017676,12
doesn’t,-0.064178112,14
hiv,-0.29781967,33
specialised,0.727116931,14
newton,-0.187490205,13
headsets,0.402462844,11
mela,-0.780006827,15
furthering,0.917866227,18
finalist,0.151121443,11
assessment,-0.599344752,18
interpret,0.372159988,17
"health
",0.168355424,14
sales,0.519278835,35
shakespeare’s,-0.190020238,22
government,0.123136364,22
northumberland,0.002847217,26
harder,-0.986673546,12
mythology,0.632675088,14
grade,0.767142726,15
disused,-0.27671052,12
goldsmiths,0.292562733,17
korean,0.536142795,11
bp,0.286554294,11
immigrants,0.266665274,15
aspire,-0.234168953,11
apr,0.0613846,23
gift,0.09923578,11
strongly,0.427260109,14
"

aimed",0.441182232,12
process;,1.053137289,11
national/international,0.286515974,14
"
new",0.118637664,13
achieving,-0.043080181,18
embroidery,-0.187727991,17
brands,0.795307333,11
ucl,-1.558095321,13
rotherham,1.02357365,32
favourite,0.807120588,15
davies,-0.208577028,14
demonstrates,-0.182044074,21
marking,-0.51333518,18
straight,-0.644077311,17
relatively,0.859327659,14
cement,-0.638188087,23
boxing,0.948993214,16
maritime,0.736732827,12
flags,0.708958856,12
output,0.725736943,46
bending,-0.285940477,19
symbols,-0.78823414,13
sculptor,-1.06529502,11
crime,0.378289263,34
nicole,0.255646361,11
interns,0.146742018,11
reimagining,-0.355521613,24
trio,-0.914204862,39
mine,-0.838401756,14
gospel,0.097992354,24
centre;,0.126788565,11
companion,-0.670363102,15
booklet,-0.69218182,23
>,-0.101562454,13
arts;,0.303750664,13
su,-0.283294295,12
p/w,0.67234197,11
carnival’s,0.29412993,13
framed,-0.089970591,13
fits,-0.111246363,12
breadth,0.4281161,12
archaeology,0.30606175,13
tramshed,-0.587759606,12
lee,0.065760934,15
adam,-0.427116359,14
warrington,-1.013734672,14
destruction,-0.054274298,11
orchestration,-0.580315164,12
ey,0.203537101,14
events;,-0.198863163,14
pre/post,0.679717434,12
hospitals,-0.379584719,18
mountain,0.019399122,17
rules,0.100771837,13
eden,0.236962676,12
challenged,-0.685505428,18
interrogating,-0.261431367,11
hindu,0.234213582,15
"at
",-1.738005258,12
tyneside,0.786815907,15
expectations,0.237981966,24
trp,0.296648787,14
dudley,-0.3880465,11
preparation,-0.719797248,50
feeds,0.200550035,12
warm,-0.281896114,16
dover,-0.655418015,24
stone,0.038317496,28
cant,-0.227417077,13
confident,0.034506966,12
questioning,-0.313555855,21
od,0.138791534,14
periods,-0.728724174,13
pond,0.183903585,11
privacy,0.586363045,12
cohorts,-0.409952111,14
queen’s,-0.418678776,20
disco,0.223495271,23
"activities
",-0.012733021,15
heroes,0.596734241,15
nominated,-0.071137022,27
ppl,-0.323221218,24
chatham,0.673503899,11
legacies,0.041705749,14
groups;,-0.091502719,17
specialise,0.672318977,11
jacob,0.740808676,12
wc,-0.049365567,23
bury,1.129355375,14
i’ve,-0.466726102,25
morning,-0.50705251,23
pursue,0.199491815,16
categories,-0.300960451,15
shoreditch,0.009807912,11
"

3",0.389702253,15
reviewed,-0.409374706,14
daytime,-0.120380871,22
boudica,0.478877172,12
stretch,0.276917901,11
heal,0.126131663,14
placed,0.047058819,23
laughter,0.188612486,12
interviewees,0.736498996,13
elgar,0.057387032,13
championed,-0.470586825,11
driving,-0.752458506,20
excitement,-0.701608363,14
sikh,0.192867112,12
pair,-0.098656326,16
julie,0.906344448,13
female/non,0.205274962,12
agent,0.554260911,14
compositional,-0.866874096,15
concerto,0.10148287,22
thematically,0.223117523,16
chalk,0.243634723,11
wonders,-0.095292673,11
movie,-1.12857314,11
audiobooks,0.074700153,11
households,0.026506092,11
waves,0.654831961,12
genders,0.7496042,20
accommodate,0.371804845,14
passed,0.102067155,12
societal,0.371086942,43
evolution,-0.628174141,29
"
there",-0.148999302,14
crafting,-0.153717064,12
homosexuality,0.17109976,12
broadening,0.076844912,24
cats,-0.203907137,16
construct,0.503862232,12
world’s,-0.196213255,18
anything,0.991373986,17
albert,0.439466391,12
bullying,0.743144722,13
whale,0.443500249,11
sized,0.588439479,16
teenager,-0.224762021,13
workshopping,0.421009017,12
voyage,-0.255116197,16
willow,0.196229082,31
aspirational,0.246550676,11
instil,0.122569395,11
nottinghamshire,0.243175548,11
quiet,-0.840753514,22
lesbian,-0.012981558,26
affairs,0.304166301,14
opinions,-0.002390569,18
restoration,-0.458132368,11
civil,0.32030928,15
ugly,0.326651552,18
duck,-0.92039995,22
bishopsgate,-0.998631846,12
yellow,0.353118989,17
critique,0.336832421,11
midscale,0.500077363,13
cpp,-0.667258934,16
"
during",0.146297994,13
weston,0.376772254,17
28th,0.225274288,11
beliefs,0.049149689,11
coordinator,-0.032278944,14
guides,-0.348868782,17
"
activity",-0.080695811,15
flash,0.660711258,11
discussed,-1.041097411,24
30%,-0.002815272,16
tackles,0.962145716,13
orchestras,-0.601341322,13
italian,-0.389335957,12
learners,-0.919025228,18
drums,0.51530727,19
manor,0.430602758,12
expressing,0.024795684,15
pleasure,-0.443130712,17
ship,0.27746714,14
technicians,0.178503314,19
oliver,0.411493216,13
bread,0.526148431,13
yp’s,-0.025034747,11
allowed,-0.132710436,16
adhd,-0.394589237,14
entitled,0.174290689,14
mayflower,0.675583597,11
excerpts,0.221952433,20
jewellery,-0.962513452,20
owners,-0.518452569,16
closing,0.127542925,14
memorial,0.930571984,15
continent,-0.853162268,12
breathe,0.974230406,11
davis,0.017166204,12
emissions,-0.311793481,11
playable,0.595250077,11
60%,0.735592734,11
pt,0.324512632,12
templates,-0.51750304,11
anthem,-0.21749147,11
billboard,-0.320570233,11
happening,-0.038587726,16
allotment,0.790930907,18
adoption,-0.431305798,16
reproductive,-0.177489534,14
consent,0.294917008,24
establishes,-0.824052891,13
"workshop
",-0.744168274,12
russian,-0.457224386,11
soloists,-0.460342857,18
afternoon,0.145534346,15
emotive,-0.178573821,11
super,-0.261428322,15
pm,0.028063368,13
dating,0.682572926,11
prog,0.163377789,12
taboo,0.292581141,11
shropshire,0.536395468,19
headset,0.909102901,11
widening,0.297198162,15
completing,-0.492363308,11
wilson,0.169335702,14
enterprise,0.78237864,13
bloc,0.420057088,13
troupe,0.494038575,22
situation,-0.760324965,13
protect,0.230611451,18
4x,0.221793639,12
"activity
",0.449733644,11
concrete,0.261423884,18
persian,-0.041581158,14
german,0.185387095,21
kink,-0.599155123,11
clean,-0.56255828,12
deptford,1.578243301,17
keats,-0.345591287,17
sketches,-0.441520511,14
labour,-0.011035055,11
owned,-0.746950606,13
complexities,-0.383375877,13
tables,0.763190917,11
efficient,0.465405035,11
scripted,-0.546074899,12
launchpad,-0.295958829,11
canterbury,-0.017961957,13
aerialists,0.159545291,12
compared,0.081770663,15
privilege,-1.294863828,11
pw,-0.142986127,11
ea,0.087882084,13
gosport,-0.392819833,11
sufi,-0.339387294,19
consistent,0.208676226,11
soas,0.005347138,12
nlpg,0.525361658,15
prisoners,0.150202664,19
dangerous,0.47444247,12
radically,1.146215087,12
sinfonia,-0.463033719,17
cinematic,-0.450065705,16
wonderful,-0.082064431,15
laying,-0.071589271,17
dragon,0.040209624,16
"network
",-0.794613972,11
totnes,-0.406545187,11
intersections,0.275893224,12
worcester,0.419239623,23
mature,-0.572200483,14
slot,-0.111863186,12
organizations,0.472916451,12
requirements,0.055363555,14
complexity,0.710147475,14
resonance,0.335703349,13
twerk,-0.121922943,14
trusted,-1.258069453,13
wonderland,0.560285506,14
totem,-0.456390167,11
filipino,-0.238819329,17
wsm,0.191636871,11
sp,0.058597974,11
mixes,-0.176603099,13
arrange,-0.244784756,14
dads,-0.08112848,12
esea,-0.207553291,16
mbe,0.182322058,11
ng,0.029203428,11
pdsw,0.380901937,13
feeding,-0.117454452,13
hove,0.196015179,12
503,-0.277556066,11
hmp,0.411093457,16
er,0.026004291,15
abigail,0.307503116,12
subpac,-0.517444075,12
amin,0.012259594,12
